Patrik,800,6,2,0
Jana,1100,7,4,0
Pavel,800,6,2,0
Jerry,1100,6,5,0
John,1100,6,5,0
Malcolm,900,7,2,0
John,1100,6,5,0
Patrik,900,4,5,0
Josef,1000,7,3,0
Leon,900,8,1,0
